speed,steeringAngle
11.00,-9.40
11.02,-9.80
11.02,-10.10
11.02,-10.40
11.04,-10.70
11.22,-10.70
11.24,-8.60
11.28,-8.30
11.28,-8.00
11.28,-7.80
11.28,-7.50
11.29,-7.20
11.44,-3.00
11.45,-3.50
11.45,-4.10
11.47,-4.90
11.48,-5.60
11.50,-6.40
11.66,-6.60
11.67,-6.60
11.68,-6.70
11.71,-6.90
11.73,-7.10
11.74,-7.30
11.75,-7.50
11.89,-7.50
11.91,-6.80
11.94,-6.50
11.95,-6.20
11.96,-5.80
11.97,-5.50
11.97,-5.20
12.14,-3.50
12.15,-3.00
12.15,-2.40
12.14,-1.90
12.15,-1.20
12.17,-0.70
12.34,1.00
12.34,1.00
12.35,1.10
12.38,1.40
12.39,1.70
12.40,2.10
12.41,2.50
12.56,2.50
12.58,1.90
12.59,2.10
12.60,2.20
12.60,2.30
12.60,2.30
12.60,2.20
12.73,2.30
12.73,2.20
12.73,2.00
12.74,1.90
12.76,1.70
12.78,1.70
12.86,3.60
12.92,3.70
12.87,3.60
12.86,3.30
12.88,3.10
13.01,2.90
13.00,-0.10
13.00,-0.10
12.99,-0.20
13.00,-0.20
13.01,-0.20
12.95,-0.60
12.95,-0.80
12.95,-1.00
12.95,-1.10
12.94,-1.40
12.94,-1.70
12.84,-2.00
12.82,-8.20
12.80,-8.60
12.78,-9.00
12.75,-9.30
12.73,-9.40
12.73,-9.30
12.50,-8.70
12.48,-8.60
12.47,-8.50
12.47,-8.40
12.46,-8.30
12.43,-8.30
12.12,-8.90
12.09,-8.90
12.07,-8.90
12.05,-8.80
12.02,-8.70
12.00,-8.50
11.68,-8.50
11.67,-9.20
11.62,-9.20
11.60,-9.30
11.58,-9.30
11.55,-9.40
11.53,-9.50
11.18,-9.50
11.15,-22.80
11.12,-24.50
11.09,-26.30
11.04,-28.00
11.02,-29.80
10.99,-31.60
10.52,-43.40
10.49,-43.10
10.43,-42.80
10.40,-42.60
10.36,-42.50
10.33,-42.70
9.95,-43.10
9.90,-63.20
9.88,-65.00
9.84,-66.80
9.83,-68.30
9.74,-69.70
9.71,-71.00
9.47,-79.00
9.44,-79.50
9.43,-79.80
9.41,-79.90
9.39,-79.80
9.39,-79.70
9.25,-85.90
9.24,-86.80
9.23,-87.50
9.20,-88.10
9.18,-88.30
9.00,-88.20
9.00,-83.70
8.99,-83.40
8.98,-83.20
8.98,-83.00
8.97,-82.90
8.92,-84.70
8.91,-85.20
8.88,-85.70
8.87,-86.20
8.87,-86.60
8.86,-86.80
8.65,-86.80
8.62,-83.50
8.59,-83.50
8.55,-83.50
8.52,-83.50
8.48,-83.60
8.45,-83.70
8.05,-83.70
8.01,-83.10
7.98,-82.80
7.94,-82.60
7.92,-82.40
7.89,-82.30
7.86,-82.20
7.47,-86.80
7.43,-88.30
7.40,-90.00
7.37,-91.60
7.33,-93.10
7.30,-94.30
6.82,-95.30
6.79,-111.40
6.75,-114.30
6.74,-117.30
6.72,-120.40
6.69,-123.30
6.67,-126.20
6.50,-148.80
6.48,-149.50
6.46,-149.80
6.44,-149.80
6.44,-149.40
6.44,-148.90
6.35,-114.30
6.35,-109.30
6.35,-104.60
6.35,-99.50
6.35,-94.60
6.35,-89.80
6.41,-85.10
6.45,-52.90
6.47,-51.20
6.48,-49.60
6.48,-48.20
6.51,-46.90
6.53,-46.00
6.82,-50.60
6.85,-50.70
6.87,-50.60
6.90,-50.40
6.92,-49.80
6.94,-49.10
7.27,-31.70
7.30,-29.60
7.33,-27.50
7.37,-25.50
7.40,-23.30
7.82,-21.00
7.86,4.40
7.90,5.80
7.93,6.90
7.96,7.80
7.99,8.20
8.42,7.40
8.45,7.70
8.49,8.00
8.53,8.30
8.58,8.70
8.63,9.00
9.10,9.30
9.14,9.10
9.17,9.00
9.20,8.90
9.22,8.60
9.25,8.30
9.29,8.10
9.80,8.10
9.85,6.00
9.88,5.70
9.91,5.20
9.94,4.90
9.97,4.50
9.99,4.00
10.49,-1.80
10.52,-2.00
10.56,-2.00
10.59,-1.90
10.62,-1.70
10.66,-1.50
11.15,-1.20
11.19,-1.20
11.22,-1.00
11.26,-0.70
11.28,-0.50
11.31,-0.40
11.35,-0.30
11.78,-0.30
11.79,-2.40
11.81,-2.60
11.85,-3.00
11.85,-3.40
11.88,-3.90
11.92,-4.50
12.36,-8.70
12.39,-8.70
12.41,-8.60
12.44,-8.50
12.44,-8.40
12.46,-8.30
12.78,-8.20
12.79,-7.30
12.80,-7.10
12.80,-6.90
12.82,-6.80
12.86,-6.70
12.89,-6.60
13.19,-8.10
13.21,-7.90
13.25,-7.70
13.27,-7.60
13.29,-7.40
13.31,-7.40
13.55,-5.80
13.56,-5.40
13.58,-5.10
13.62,-4.90
13.63,-4.60
13.89,-4.50
13.92,-2.10
13.95,-1.60
13.98,-1.20
13.99,-0.70
14.02,-0.40
14.25,-1.00
14.27,-0.80
14.28,-0.60
14.29,-0.40
14.32,-0.20
14.35,0.00
14.64,0.30
14.64,0.30
14.66,0.80
14.69,1.40
14.71,2.00
14.73,2.70
14.75,3.20
14.92,8.20
14.93,8.50
14.93,8.70
14.94,8.80
14.96,8.60
14.98,8.30
15.14,1.60
15.16,1.20
15.16,0.90
15.16,0.60
15.18,0.40
15.20,0.20
15.30,0.10
15.30,-2.20
15.30,-2.20
15.29,-2.20
15.30,-2.30
15.31,-2.40
15.32,-2.70
15.43,-2.70
15.44,-3.40
15.44,-3.70
15.43,-4.10
15.44,-4.70
15.46,-5.50
15.48,-6.50
15.53,-7.00
15.57,-7.30
15.59,-7.90
15.61,-8.30
15.64,-8.80
15.70,-9.30
15.75,-9.90
15.72,-7.90
15.74,-7.80
15.75,-7.60
15.77,-7.50
15.80,-7.30
15.82,-7.10
15.90,-6.90
15.89,-6.90
15.90,-6.80
15.92,-6.70
15.94,-6.40
15.95,-6.20
16.09,-5.50
16.09,-5.20
16.08,-4.90
16.09,-4.60
16.12,-4.30
16.22,-4.00
16.22,-4.10
16.23,-3.90
16.24,-3.70
16.26,-3.40
16.27,-3.30
16.40,-5.30
16.42,-5.70
16.41,-6.20
16.41,-7.00
16.42,-7.70
16.43,-8.50
16.65,-9.30
16.67,-11.20
16.64,-10.90
16.61,-10.70
16.61,-10.50
16.58,-10.30
16.53,-10.20
16.65,-11.70
16.68,-12.10
16.69,-12.60
16.71,-12.90
16.71,-13.20
16.71,-13.50
16.84,-10.50
16.84,-10.10
16.84,-9.60
16.84,-9.00
16.84,-8.40
16.94,-7.70
16.94,-4.80
16.94,-5.00
16.94,-5.10
16.94,-5.10
16.94,-5.10
16.88,-3.20
16.88,-3.20
16.88,-3.00
16.89,-2.90
16.90,-2.70
16.89,-2.40
16.86,-2.00
16.86,3.90
16.85,3.50
16.88,3.10
16.93,2.80
16.90,2.60
16.84,2.40
16.84,1.10
16.82,0.50
16.82,0.10
16.80,-0.20
16.77,-0.40
16.75,-0.40
16.68,2.80
16.68,2.40
16.66,2.10
16.63,1.80
16.62,1.50
16.60,1.30
16.60,2.60
16.58,2.90
16.56,3.00
16.55,3.00
16.55,2.90
16.55,4.40
16.54,4.50
16.53,4.50
16.51,4.40
16.51,4.20
16.52,4.00
16.50,3.80
16.48,4.20
16.48,4.00
16.46,3.80
16.46,3.60
16.46,3.50
16.44,3.30
16.35,0.00
16.34,-0.20
16.32,-0.40
16.34,-0.50
16.35,-0.50
16.34,-0.60
16.25,-0.10
16.25,0.00
16.25,0.10
16.25,0.30
16.25,0.40
16.24,0.50
16.21,0.50
16.19,0.70
16.20,0.70
16.21,0.90
16.21,1.00
16.20,1.30
16.15,1.40
16.15,1.20
16.15,1.10
16.15,0.90
16.15,0.90
16.09,0.90
16.09,0.30
16.09,0.10
16.09,-0.10
16.09,-0.40
16.09,-0.70
16.01,-1.80
16.02,-1.70
16.06,-1.70
16.08,-1.80
16.03,-2.00
16.05,-2.20
16.08,-2.50
16.02,-2.50
16.02,-3.30
16.02,-3.60
16.04,-3.80
16.05,-4.10
16.04,-4.30
16.02,-4.40
16.09,-4.00
16.10,-4.20
16.09,-4.40
16.09,-4.50
16.07,-4.50
16.06,-4.40
16.05,-2.00
16.05,-1.90
16.06,-1.80
16.06,-1.70
16.05,-1.70
16.06,-1.70
16.06,1.10
16.08,1.40
16.07,1.60
16.07,1.70
16.06,1.60
16.11,0.30
16.11,0.30
16.11,0.30
16.09,0.20
16.07,-0.10
16.05,-0.40
16.09,-1.70
16.11,-1.70
16.12,-1.70
16.12,-1.70
16.12,-1.80
16.12,-1.80
16.09,-1.10
16.09,-1.20
16.10,-1.40
16.09,-1.50
16.07,-1.80
16.04,-1.90
16.03,-2.00
16.02,-2.00
16.04,-2.30
16.04,-2.60
16.03,-2.80
15.94,-3.00
16.22,-3.10
16.00,-6.20
15.96,-5.70
15.96,-5.30
15.85,-4.80
15.85,-4.10
15.86,-3.40
15.80,-2.70
15.95,2.60
15.96,3.60
15.97,4.90
15.97,6.10
15.95,7.30
15.96,8.40
15.89,4.90
15.89,4.00
15.89,2.90
15.89,1.70
15.89,0.50
15.90,-0.90
15.99,-11.50
16.00,-12.10
16.00,-12.60
15.99,-12.90
15.98,-13.10
15.98,-13.00
16.09,-5.80
16.10,-5.00
16.11,-4.30
16.09,-3.70
16.09,-3.20
16.10,-2.80
16.15,-1.50
16.16,-1.20
16.17,-0.90
16.16,-0.70
16.15,-0.50
16.15,-0.50
16.22,-3.50
16.22,-3.30
16.22,-3.00
16.20,-2.70
16.26,-2.30
16.29,1.50
16.32,1.80
16.34,1.90
16.30,1.80
16.30,1.70
16.30,1.40
16.23,0.70
16.25,1.00
16.25,1.30
16.25,1.50
16.24,1.60
16.24,1.70
16.02,0.00
15.99,0.30
15.95,0.60
15.91,0.80
15.87,0.90
15.82,0.80
15.78,0.60
15.16,-1.00
15.13,-1.00
15.07,-1.00
15.02,-1.00
14.95,-1.20
14.90,-1.40
14.23,1.20
14.18,1.40
14.13,1.50
14.07,1.50
14.02,1.40
13.95,1.20
13.19,-0.60
13.11,-0.20
13.04,0.10
12.97,0.30
12.92,0.40
12.86,0.50
12.79,0.50
11.83,-1.10
11.75,-1.10
11.70,-1.20
11.61,-1.40
11.53,-1.50
11.48,-1.60
10.67,-9.10
10.57,-9.90
10.56,-10.70
10.52,-11.60
10.44,-12.80
10.39,-14.40
10.40,-16.00
10.09,-16.20
10.06,-16.10
10.03,-16.30
9.97,-16.80
9.95,-17.60
9.90,-18.70
9.58,-38.80
9.57,-39.20
9.56,-39.60
9.54,-39.70
9.54,-39.70
9.54,-39.40
9.41,-27.30
9.40,-26.40
9.40,-25.70
9.40,-25.10
9.40,-24.80
9.41,-24.70
9.51,-19.70
9.53,-19.50
9.55,-19.30
9.56,-19.10
9.57,-18.60
9.58,-18.00
9.81,-11.10
9.84,-10.90
9.88,-10.70
9.90,-10.40
9.91,-10.10
9.93,-9.60
9.93,-9.00
10.22,-6.40
10.23,-6.10
10.24,-5.80
10.25,-5.60
10.26,-5.40
10.28,-5.10
10.57,-3.70
10.60,-3.40
10.62,-3.00
10.64,-2.60
10.65,-2.30
10.65,-1.80
10.66,-1.30
10.86,-1.80
10.89,-2.50
10.91,-3.00
10.91,-3.20
10.91,-3.20
10.90,-3.00
11.07,0.00
11.09,0.20
11.09,0.20
11.11,-0.20
11.10,-0.60
11.10,-0.70
11.27,2.30
11.26,2.50
11.27,2.60
11.27,2.70
11.26,2.70
11.27,2.60
11.33,4.90
11.34,5.10
11.34,5.20
11.34,5.10
11.35,4.90
11.35,4.60
11.41,6.90
11.41,8.00
11.40,9.30
11.38,10.70
11.39,12.00
11.39,13.00
11.37,13.60
11.32,4.10
11.32,4.20
11.32,4.40
11.34,4.40
11.36,4.50
11.36,4.50
11.34,7.30
11.33,8.60
11.32,10.20
11.33,12.00
11.33,14.00
11.33,15.90
11.32,18.10
11.22,25.40
11.23,24.40
11.23,23.30
11.24,22.10
11.24,20.90
11.25,19.60
11.24,18.30
11.18,-1.70
11.17,-3.00
11.15,-4.20
11.15,-5.00
11.14,-5.40
11.12,-5.60
11.05,-5.50
11.04,-5.60
11.03,-5.80
11.02,-6.20
11.02,-6.90
11.02,-7.90
11.02,-18.90
11.02,-19.90
11.02,-20.80
11.01,-21.50
11.01,-22.00
11.01,-22.20
11.06,-21.20
11.07,-21.80
11.07,-22.70
11.08,-23.70
11.09,-24.80
11.10,-25.90
11.18,-25.50
11.13,-24.90
11.10,-24.10
11.16,-23.30
11.15,-22.50
11.13,-21.50
11.15,-20.40
11.42,-13.40
11.41,-13.30
11.41,-13.00
11.41,-12.50
11.42,-11.80
11.44,-10.90
11.63,0.10
11.66,0.50
11.68,0.80
11.68,1.10
11.69,1.20
11.69,1.20
11.68,1.10
11.87,4.70
11.89,5.00
11.92,5.20
11.94,5.40
11.92,5.40
11.93,5.40
12.02,4.90
12.03,5.20
12.04,5.40
12.07,5.60
12.08,5.60
12.12,5.60
12.25,2.70
12.25,2.70
12.26,2.90
12.27,3.10
12.28,3.30
12.30,3.40
12.45,3.80
12.47,3.80
12.48,3.70
12.51,3.60
12.53,3.40
12.53,3.20
12.68,5.40
12.71,5.70
12.73,5.90
12.73,6.00
12.74,5.90
12.76,5.60
12.93,0.70
12.94,0.70
12.97,0.70
12.99,0.90
13.02,1.10
13.03,1.40
13.15,1.80
13.15,1.80
13.17,1.70
13.18,1.60
13.16,1.50
13.16,1.50
13.35,-1.10
13.35,-1.00
13.37,-1.00
13.39,-1.10
13.41,-1.30
13.41,-1.60
13.48,-1.70
13.50,-1.50
13.50,-1.30
13.51,-1.20
13.52,-1.10
13.52,-1.20
13.67,-0.10
13.68,0.40
13.69,1.10
13.71,2.00
13.73,2.80
13.74,3.60
13.87,3.60
13.89,5.60
13.90,5.70
13.93,5.80
13.95,5.80
13.95,5.70
14.00,0.80
14.00,0.20
14.01,-0.30
14.03,-0.80
14.03,-1.40
14.03,-1.90
13.99,-2.10
14.00,-2.10
14.00,-1.80
13.98,-1.50
13.97,-1.30
13.96,-1.10
13.97,-0.90
13.96,-0.70
13.66,-0.70
13.61,-2.30
13.57,-2.40
13.56,-2.50
13.54,-2.70
13.51,-2.90
13.47,-3.10
13.03,-15.30
12.99,-16.20
12.96,-17.00
12.94,-17.60
12.92,-18.20
12.89,-18.50
12.42,-19.60
12.39,-19.80
12.35,-20.00
12.33,-20.20
12.28,-20.40
12.24,-20.60
12.20,-21.00
11.77,-21.00
11.73,-44.80
11.69,-47.20
11.65,-49.70
11.61,-52.10
11.56,-54.40
11.54,-56.60
11.02,-86.20
10.98,-87.60
10.95,-88.70
10.93,-89.40
10.90,-89.90
10.89,-89.90
10.53,-88.30
10.51,-88.70
10.49,-89.10
10.49,-89.60
10.48,-89.90
10.48,-90.30
10.48,-90.60
10.44,-90.60
10.40,-86.20
10.36,-85.90
10.36,-85.60
10.35,-85.30
10.38,-84.80
10.40,-84.20
10.63,-81.10
10.63,-81.10
10.63,-81.10
10.62,-81.00
10.62,-80.90
10.62,-80.70
10.77,-62.80
10.77,-61.30
10.79,-59.80
10.79,-58.20
10.82,-56.40
10.85,-54.40
10.88,-52.30
11.10,-52.30
11.10,-22.00
11.10,-20.20
11.12,-18.50
11.13,-17.10
11.15,-15.90
11.16,-15.00
11.22,-14.30
11.23,-14.20
11.24,-14.10
11.25,-14.10
11.25,-14.10
11.24,-14.10
11.09,-14.20
11.06,-7.50
11.04,-6.80
11.02,-6.20
11.00,-5.70
10.97,-5.40
10.95,-5.30
10.65,-5.30
10.62,-13.20
10.60,-14.50
10.57,-15.80
10.54,-17.00
10.49,-18.00
10.05,-4.10
10.05,-0.50
10.04,3.10
10.03,6.50
10.01,9.50
9.98,12.30
9.95,14.80
9.83,14.80
9.82,39.70
9.80,41.20
9.79,42.40
9.79,43.20
9.76,43.40
9.73,43.10
9.43,-13.00
9.40,-13.90
9.39,-13.90
9.37,-12.70
9.35,-10.90
9.33,-8.50
9.24,52.40
9.22,58.00
9.20,63.60
9.19,69.00
9.17,73.60
9.16,77.90
9.15,81.40
9.00,87.70
9.01,85.90
9.01,83.80
9.00,81.50
8.99,79.20
8.99,76.80
9.21,67.00
9.24,67.90
9.27,68.80
9.29,69.70
9.31,70.50
9.34,71.20
9.56,66.20
9.59,65.80
9.62,65.40
9.66,65.00
9.67,64.50
9.68,64.00
10.01,55.00
10.02,53.70
10.06,52.30
10.08,50.80
10.11,49.20
10.40,43.00
10.43,43.10
10.45,43.30
10.48,43.50
10.51,44.00
10.55,44.60
10.85,45.30
10.88,44.20
10.89,43.20
10.91,42.20
10.95,41.30
10.98,40.40
11.29,18.70
11.34,15.70
11.36,12.70
11.39,9.70
11.41,6.70
11.44,3.90
11.81,-13.40
11.85,-12.70
11.88,-11.90
11.90,-11.00
11.93,-10.00
11.95,-9.00
12.30,3.80
12.33,4.20
12.34,4.60
12.36,5.00
12.39,5.40
12.40,5.60
12.78,11.40
12.80,11.40
12.83,11.20
12.86,10.70
12.90,10.10
12.94,9.40
13.25,4.20
13.27,3.50
13.29,2.80
13.30,2.10
13.31,1.30
13.32,0.50
13.63,-1.50
13.66,-1.50
13.69,-1.40
13.72,-1.40
13.74,-1.30
14.03,1.10
14.07,1.60
14.08,1.90
14.10,2.30
14.14,2.40
14.15,2.40
14.38,-7.80
14.39,-9.60
14.41,-11.50
14.42,-13.10
14.50,-14.70
14.52,-18.20
14.54,-17.50
14.54,-16.70
14.57,-15.90
14.60,-15.00
14.63,-14.10
14.83,-4.80
14.84,-4.70
14.84,-4.60
14.83,-4.60
14.84,-4.60
14.86,-4.70
14.98,-4.90
14.98,-5.10
14.98,-5.20
14.99,-5.40
14.98,-5.40
14.97,-5.40
14.93,-6.60
14.93,-6.50
14.93,-6.50
14.93,-6.50
14.94,-6.40
14.94,-6.40
14.84,-9.00
14.84,-9.20
14.83,-9.40
14.81,-9.60
14.81,-9.70
14.81,-9.80
14.68,-14.90
14.67,-15.40
14.66,-15.80
14.64,-16.10
14.61,-16.40
14.57,-16.60
14.22,-15.70
14.19,-15.70
14.17,-15.80
14.14,-15.90
14.11,-16.00
14.07,-16.10
13.62,-14.00
13.59,-13.60
13.55,-13.20
13.53,-12.70
13.50,-12.20
13.48,-11.70
12.93,-9.90
12.87,-10.00
12.81,-10.20
12.75,-10.40
12.70,-10.50
12.66,-10.50
12.03,-10.30
11.99,-10.30
11.94,-10.30
11.90,-10.30
11.85,-10.20
11.15,-10.50
11.10,-10.60
11.05,-10.60
11.00,-10.60
10.95,-10.70
10.89,-11.00
10.23,-23.70
10.21,-26.20
10.13,-29.30
10.07,-32.60
10.04,-36.40
9.99,-40.40
9.43,-67.40
9.38,-67.90
9.34,-68.60
9.29,-69.40
9.24,-70.20
9.20,-71.00
8.87,-80.90
8.84,-83.90
8.81,-87.10
8.79,-90.20
8.78,-93.10
8.76,-95.80
8.54,-126.30
8.52,-130.00
8.52,-133.50
8.52,-136.80
8.52,-139.80
8.52,-142.30
8.36,-146.90
8.35,-147.10
8.45,-147.30
8.44,-147.40
8.41,-147.50
8.40,-147.50
8.26,-149.70
8.24,-150.10
8.23,-150.60
8.21,-151.00
8.19,-151.30
8.19,-151.50
8.02,-151.60
8.01,-151.70
7.97,-151.90
7.94,-152.10
7.93,-152.30
7.91,-152.40
7.74,-153.00
7.74,-153.00
7.74,-153.00
7.74,-153.00
7.75,-153.00
7.76,-153.00
7.76,-130.10
7.77,-126.10
7.78,-122.50
7.80,-119.70
7.80,-118.10
8.06,-113.30
8.07,-111.80
8.10,-109.60
8.12,-106.90
8.15,-103.50
8.18,-99.60
8.55,-43.10
8.59,-41.80
8.62,-40.90
8.65,-40.20
8.68,-39.60
8.72,-39.20
9.04,-34.20
9.06,-32.90
9.09,-31.40
9.13,-29.70
9.16,-27.80
9.20,-26.10
9.65,-20.50
9.67,-20.30
9.70,-20.10
9.74,-19.90
9.76,-19.50
9.80,-19.00
10.22,-16.50
10.26,-16.20
10.30,-15.70
10.31,-15.10
10.34,-14.30
10.36,-13.50
10.80,-5.90
10.82,-5.20
10.84,-4.50
10.88,-3.80
10.90,-2.90
10.92,-2.10
11.15,0.60
11.17,0.00
11.18,-0.80
11.21,-1.50
11.22,-2.30
11.25,-3.00
11.50,-5.60
11.51,-5.50
11.54,-5.40
11.56,-5.20
11.59,-5.10
11.61,-5.00
11.90,-5.40
11.92,-5.10
11.94,-4.80
11.96,-4.50
11.99,-4.00
12.01,-3.50
12.29,0.90
12.31,0.70
12.32,0.50
12.34,0.30
12.34,0.30
12.45,0.60
12.47,0.60
12.47,0.90
12.47,1.30
12.47,1.80
12.47,2.30
12.54,2.70
12.54,2.60
12.54,2.40
12.55,2.20
12.56,1.80
12.56,1.30
12.57,-4.20
12.57,-3.80
12.57,-3.50
12.57,-3.00
12.58,-2.50
12.59,-1.90
12.47,0.90
12.46,1.10
12.46,1.40
12.45,1.60
12.43,1.90
12.42,2.10
12.26,1.40
12.25,1.20
12.23,1.10
12.21,0.90
12.20,0.80
12.18,0.70
11.89,-2.20
11.81,-2.60
11.81,-3.10
11.81,-3.80
11.72,-4.50
11.73,-5.30
11.70,-9.80
11.71,-10.80
11.72,-11.80
11.72,-12.70
11.71,-13.60
11.70,-14.30
11.73,-11.30
11.75,-10.50
11.75,-9.70
11.77,-8.80
11.78,-7.80
11.95,-3.90
11.97,-3.70
11.99,-3.40
12.00,-3.00
12.01,-2.50
12.01,-1.90
12.23,6.60
12.23,6.50
12.23,6.00
12.24,5.40
12.25,4.50
12.39,-2.20
12.41,-2.10
12.46,-2.10
12.49,-2.10
12.56,-2.10
12.62,-1.90
12.66,-11.40
12.66,-12.30
12.66,-12.80
12.66,-13.30
12.66,-13.60
12.67,-13.80
12.84,-13.90
12.86,-13.90
12.86,-13.90
12.86,-13.90
12.88,-13.90
12.89,-13.80
13.00,-8.90
13.04,-8.40
13.06,-7.90
13.10,-7.50
13.12,-7.20
13.12,-7.00
13.20,-10.00
13.23,-10.30
13.25,-10.50
13.26,-10.90
13.26,-11.20
13.27,-11.60
13.40,-20.70
13.41,-21.00
13.41,-21.30
13.43,-21.40
13.44,-21.50
13.45,-21.40
13.59,-20.70
13.62,-20.60
13.62,-20.50
13.63,-20.50
13.63,-20.50
13.63,-20.50
13.81,-16.70
13.82,-16.50
13.83,-16.30
13.84,-16.20
13.85,-16.10
13.87,-16.00
14.03,-15.30
14.05,-15.00
14.06,-14.70
14.07,-14.40
14.09,-14.00
14.10,-13.60
14.26,-10.50
14.27,-10.30
14.28,-10.00
14.29,-9.60
14.31,-9.30
14.56,0.90
14.57,1.70
14.57,2.30
14.57,2.80
14.60,3.30
14.61,3.70
14.69,11.60
14.70,11.60
14.70,11.40
14.70,11.10
14.70,10.70
14.73,10.40
14.78,9.30
14.78,9.20
14.82,9.10
14.82,9.00
14.82,8.90
14.83,8.70
14.90,6.90
14.90,6.30
14.91,5.60
14.92,5.00
14.94,4.50
14.94,4.10
15.02,1.50
15.02,1.90
15.03,2.20
15.03,2.50
15.03,2.70
15.03,2.70
15.11,-3.60
15.12,-4.20
15.12,-4.80
15.12,-5.30
15.12,-5.70
15.13,-6.00
15.01,-4.30
14.99,-4.20
14.97,-4.00
14.97,-3.80
14.97,-3.50
14.95,-3.30
14.79,-2.00
14.78,-1.90
14.77,-1.70
14.77,-1.50
14.76,-1.30
14.74,-1.00
14.70,3.40
14.70,3.30
14.70,3.20
14.70,3.10
14.71,3.10
14.70,3.30
14.73,7.40
14.72,7.00
14.73,6.30
14.72,5.60
14.75,4.80
14.82,5.10
14.84,5.30
14.85,5.50
14.85,5.60
14.85,5.50
14.86,5.40
14.98,11.10
14.99,11.50
15.02,11.80
15.02,11.90
15.02,11.70
15.01,11.40
14.97,13.30
14.97,13.60
14.96,13.70
14.96,13.70
14.95,13.70
14.95,13.60
14.90,10.20
14.89,10.30
14.88,10.20
14.87,10.20
14.87,10.00
