  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.38,-0.15,1.29;-0.07,0.99,9.49;3.37,14.90
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.38,-0.15,1.29;-0.07,0.99,9.49;3.38,15.00
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.40,15.00
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.40,14.80
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.60,14.80
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.60,14.80
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.62,14.80
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.64,14.70
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.65,14.70
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.66,14.60
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.66,14.60
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.79,13.80
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.79,13.60
118.81089157,31.89293923,8.69;1.07,267.95,-0.40;-0.10,-3.38,0.03;0.47,0.28,1.20;-0.07,0.76,10.23;3.81,13.40
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.47,0.28,1.20;-0.07,0.76,10.23;3.82,13.10
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.47,0.28,1.20;-0.07,0.76,10.23;3.84,12.80
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;-0.89,0.32,1.06;-0.16,0.50,10.34;3.85,12.60
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;3.85,8.60
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;3.98,8.50
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;3.99,8.40
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.00,8.40
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.01,8.40
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.02,8.40
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.02,8.30
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.02,8.20
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.06,5.70
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.06,5.50
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.06,5.20
118.81086306,31.89293831,8.71;1.02,267.02,-0.26;-0.17,-3.79,0.05;0.46,0.23,0.95;-0.07,0.53,9.69;4.06,5.00
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;0.46,0.23,0.95;-0.07,0.53,9.69;4.05,5.00
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;-0.19,-0.07,0.55;-0.09,-0.16,9.59;4.05,4.80
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;4.05,4.80
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;4.05,5.00
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.98,5.00
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.97,5.00
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.96,5.10
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.95,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.95,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.94,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.94,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.81,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.80,5.20
118.81083432,31.89293697,8.75;1.04,266.51,-0.27;-0.21,-3.87,0.06;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.78,5.10
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;1.00,-0.16,0.41;-0.13,-0.34,9.95;3.78,5.10
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;0.08,0.33,0.57;-0.28,-0.28,9.46;3.78,5.10
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.78,5.00
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.76,5.00
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.65,4.60
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.64,4.60
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.62,4.60
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.62,4.60
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.61,4.50
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.60,4.50
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.59,4.40
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.59,3.70
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.46,3.70
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.46,3.60
118.81080501,31.89293551,8.79;0.97,266.21,-0.22;-0.21,-3.54,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.45,3.60
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.36,0.35,0.52;-0.20,-0.55,10.19;3.45,3.60
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.44,3.60
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.43,3.60
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.43,3.10
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.30,3.10
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.29,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.28,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.28,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.27,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.26,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.26,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.18,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.18,3.00
118.81077989,31.89293416,8.81;1.00,265.98,-0.24;-0.21,-3.24,0.05;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.17,3.00
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;-0.16,0.75,0.45;-0.05,-0.43,9.58;3.16,3.00
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.15,3.00
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.16,3.00
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.16,3.00
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.16,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.25,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.26,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.26,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.29,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.31,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.32,2.90
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.46,2.80
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.46,2.70
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.49,2.70
118.81075527,31.89293274,8.85;1.03,265.79,-0.13;-0.21,-3.05,0.03;2.28,0.42,0.25;0.04,0.84,9.88;3.51,2.60
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.99,-0.39,0.37;-0.21,0.65,9.98;3.51,2.60
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.52,2.60
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.53,2.50
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.53,2.50
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.69,0.60
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.70,0.30
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.72,0.00
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.72,-0.30
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.72,-0.60
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.73,-0.80
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.73,-0.10
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.87,-0.10
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.87,-0.20
118.81073137,31.89293124,8.90;0.97,265.64,-0.09;-0.25,-3.47,0.06;-0.69,-0.19,0.32;-0.12,0.25,10.00;3.89,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.13,-0.73,-0.03;-0.09,0.41,9.70;3.89,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;3.90,-0.30
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;3.91,-0.30
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;3.92,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.03,-0.10
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.04,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.05,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.05,-0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.06,-0.10
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.08,0.00
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.08,0.10
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.08,0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.18,0.20
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.19,0.30
118.81070235,31.89292927,8.96;0.91,265.65,-0.09;-0.27,-3.82,0.08;0.16,-0.19,0.02;0.05,0.42,9.47;4.19,0.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.21,0.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.21,0.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.31,0.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.31,0.50
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.32,0.60
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.32,0.60
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.33,0.50
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.34,0.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.35,0.30
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.35,0.10
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.36,-0.10
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.46,-2.10
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.46,-2.40
118.81067299,31.89292735,9.01;0.89,265.66,0.10;-0.30,-4.10,0.07;-0.07,0.20,0.10;-0.06,0.60,10.06;4.47,-2.70
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.48,-3.00
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.48,-3.30
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.48,-3.50
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.50,-4.00
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.50,-7.40
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.58,-7.40
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.60,-7.30
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.60,-7.30
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.62,-7.20
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.63,-7.10
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.63,-6.90
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.63,-6.10
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.72,-6.10
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.64,0.41,-0.36;-0.00,0.58,10.04;4.72,-6.10
118.81063949,31.89292521,9.07;0.78,265.70,0.09;-0.32,-4.36,0.08;0.35,0.24,-0.65;-0.04,0.48,9.88;4.72,-6.00
118.81060621,31.89292319,9.12;0.82,266.19,0.14;-0.30,-4.60,0.08;-0.20,0.49,-0.53;-0.01,0.42,9.96;4.73,-5.80
118.81060621,31.89292319,9.12;0.82,266.19,0.14;-0.30,-4.60,0.08;-0.20,0.49,-0.53;-0.01,0.42,9.96;4.74,-5.70
118.81060621,31.89292319,9.12;0.82,266.19,0.14;-0.30,-4.60,0.08;-0.20,0.49,-0.53;-0.01,0.42,9.96;4.75,-5.50
118.81060621,31.89292319,9.12;0.82,266.19,0.14;-0.30,-4.60,0.08;-0.20,0.49,-0.53;-0.01,0.42,9.96;4.75,-5.30
118.81060621,31.89292319,9.12;0.82,266.19,0.14;-0.30,-4.60,0.08;-0.20,0.49,-0.53;-0.01,0.42,9.96;4.84,-2.60
